id_corredor,idade,genero,distancia,tempo_prova,cidade,estado,data_evento
809,46,Masculino,5km,00:21:30,Niteroi,RJ,2023-07-01
810,,Masculino,5km,00:10:59,Belo horizonte,MG,2023-03-22
811,21,Feminino,21km,00:54:18,Ouro preto,MG,2023-08-21
812,30,Feminino,10km,04:42:21,Porto alegre,RS,2023-03-25
813,41,Masculino,42km,01:26:38,Santos,SP,2023-06-12
814,,Masculino,5km,00:35:57,Campinas,SP,2023-06-02
815,53,Masculino,5km,01:29:10,Porto alegre,RS,2023-05-25
816,,Feminino,21km,00:40:27,Sao paulo,SP,2023-02-05
817,46,Masculino,10km,03:15:28,Caxias do sul,RS,2023-06-15
818,38,Feminino,10km,00:19:05,Niteroi,RJ,2023-19-02
819,46,Masculino,10km,04:21:03,Porto alegre,RS,2023-12-20
820,59,Masculino,10km,00:15:50,Belo horizonte,MG,2023-01-02
821,49,Masculino,5km,04:51:05,Campinas,SP,2023-11-05
822,37,Feminino,10km,00:54:05,Uberlandia,MG,2023-23-10
823,45,Masculino,21km,04:47:08,Ouro preto,MG,2023-12-30
824,,Feminino,42km,02:44:37,Caxias do sul,RS,2023-12-14
825,,Masculino,5km,01:57:24,Belo horizonte,MG,2023-03-03
826,56,Feminino,10km,02:19:48,Petropolis,RJ,2023-18-10
827,,Feminino,10km,01:49:57,Niteroi,RJ,2023-05-11
828,,Feminino,42km,02:23:59,Campinas,SP,2023-10-22
829,62,Feminino,5km,03:10:13,Sao paulo,SP,2023-06-15
830,55,Masculino,5km,01:53:59,Santos,SP,2023-05-25
831,41,Masculino,10km,02:19:58,Caxias do sul,RS,2023-26-08
832,21,Feminino,10km,05:59:22,Santos,SP,2023-04-26
833,32,Masculino,21km,00:23:22,Ouro preto,MG,2023-12-03
834,57,Masculino,21km,01:45:34,Niteroi,RJ,2023-04-14
835,59,Feminino,10km,00:21:51,Caxias do sul,RS,2023-01-18
836,,Masculino,5km,00:49:45,Ouro preto,MG,2023-02-18
837,28,Masculino,21km,00:27:29,Santos,SP,2023-11-06
838,,Masculino,10km,05:52:43,Petropolis,RJ,2023-02-24
839,,Feminino,5km,00:10:21,Santos,SP,2023-06-14
840,39,Feminino,42km,00:17:07,Sao paulo,SP,2023-02-27
841,,Masculino,21km,00:22:39,Rio de janeiro,RJ,2023-05-24
842,,Feminino,42km,00:42:14,Campinas,SP,2023-03-13
843,43,Feminino,10km,00:39:22,Niteroi,RJ,2023-05-27
844,18,Feminino,10km,00:44:47,Campinas,SP,2023-04-24
845,,Masculino,42km,00:55:28,Gramado,RS,2023-06-09
846,26,Feminino,10km,00:30:02,Niteroi,RJ,2023-09-01
847,34,Masculino,10km,00:48:53,Caxias do sul,RS,2023-06-02
848,,Feminino,5km,05:42:10,Uberlandia,MG,2023-04-08
849,,Feminino,10km,02:38:56,Petropolis,RJ,2023-24-04
850,39,Feminino,5km,00:17:54,Campinas,SP,2023-31-12
851,,Masculino,10km,05:38:35,Ouro preto,MG,2023-12-06
852,43,Feminino,5km,05:50:31,Uberlandia,MG,2023-01-18
853,,Feminino,10km,03:48:03,Belo horizonte,MG,2023-08-13
854,20,Feminino,5km,04:27:45,Gramado,RS,2023-12-17
855,29,Feminino,21km,00:18:22,Ouro preto,MG,2023-09-16
856,41,Feminino,21km,03:10:33,Niteroi,RJ,2023-09-28
857,,Feminino,10km,04:22:19,Campinas,SP,2023-08-21
858,61,Masculino,5km,01:41:11,Ouro preto,MG,2023-11-11
859,46,Feminino,10km,04:37:11,Petropolis,RJ,2023-04-23
860,58,Masculino,42km,01:49:35,Niteroi,RJ,2023-09-18
861,23,Masculino,42km,05:24:04,Caxias do sul,RS,2023-02-18
862,,Masculino,5km,02:25:41,Ouro preto,MG,2023-15-02
863,,Feminino,10km,00:37:21,Ouro preto,MG,2023-10-26
864,19,Feminino,21km,02:10:01,Rio de janeiro,RJ,2023-07-01
865,20,Feminino,21km,04:24:54,Rio de janeiro,RJ,2023-01-25
866,,Masculino,5km,00:26:59,Belo horizonte,MG,2023-11-12
867,37,Masculino,42km,01:54:44,Sao paulo,SP,2023-11-28
868,18,Feminino,42km,00:35:56,Sao paulo,SP,2023-08-18
869,65,Masculino,21km,00:50:00,Porto alegre,RS,2023-11-06
870,,Feminino,10km,00:49:42,Porto alegre,RS,2023-01-04
871,43,Feminino,21km,03:14:29,Uberlandia,MG,2023-04-24
872,,Masculino,10km,00:46:55,Gramado,RS,2023-11-12
873,50,Feminino,42km,04:23:10,Niteroi,RJ,2023-08-01
874,,Feminino,5km,00:58:41,Caxias do sul,RS,2023-11-04
875,18,Masculino,10km,00:10:14,Belo horizonte,MG,2023-03-21
876,,Feminino,10km,04:27:56,Santos,SP,2023-17-07
877,48,Masculino,10km,05:26:32,Belo horizonte,MG,2023-12-23
878,43,Masculino,5km,03:44:10,Campinas,SP,2023-06-10
879,40,Masculino,5km,00:58:52,Petropolis,RJ,2023-10-16
880,,Feminino,5km,02:57:37,Uberlandia,MG,2023-05-25
881,,Feminino,10km,00:36:30,Rio de janeiro,RJ,2023-07-08
882,,Masculino,10km,04:15:19,Santos,SP,2023-09-25
883,55,Masculino,10km,05:44:51,Petropolis,RJ,2023-02-09
884,,Feminino,21km,00:17:03,Gramado,RS,2023-10-30
885,60,Masculino,5km,00:57:54,Belo horizonte,MG,2023-12-21
886,59,Masculino,5km,02:37:46,Gramado,RS,2023-08-08
887,49,Feminino,42km,03:54:43,Sao paulo,SP,2023-13-03
888,,Feminino,5km,00:57:06,Porto alegre,RS,2023-10-17
889,,Feminino,42km,00:51:34,Porto alegre,RS,2023-06-19
890,,Feminino,21km,02:27:48,Porto alegre,RS,2023-27-04
891,18,Masculino,10km,03:14:50,Gramado,RS,2023-03-27
892,25,Masculino,21km,00:12:06,Uberlandia,MG,2023-07-08
893,,Feminino,5km,00:23:18,Campinas,SP,2023-06-04
894,27,Masculino,21km,01:35:28,Belo horizonte,MG,2023-01-08
895,52,Feminino,21km,00:57:30,Caxias do sul,RS,2023-11-05
896,52,Feminino,10km,04:31:38,Belo horizonte,MG,2023-08-17
897,50,Feminino,42km,03:42:36,Ouro preto,MG,2023-09-21
898,29,Masculino,5km,01:48:25,Santos,SP,2023-27-12
899,63,Feminino,5km,00:16:43,Petropolis,RJ,2023-01-09
900,38,Feminino,5km,00:37:28,Santos,SP,2023-06-12
901,,Masculino,42km,00:39:09,Belo horizonte,MG,2023-06-06
902,,Feminino,10km,05:49:20,Campinas,SP,2023-05-04
903,43,Masculino,21km,02:52:27,Santos,SP,2023-23-07
904,34,Masculino,10km,02:26:21,Uberlandia,MG,2023-01-10
905,46,Feminino,5km,03:36:01,Gramado,RS,2023-04-12
906,31,Masculino,10km,00:50:42,Ouro preto,MG,2023-12-01
907,,Masculino,10km,00:35:19,Rio de janeiro,RJ,2023-26-09
908,57,Masculino,42km,05:23:13,Petropolis,RJ,2023-07-18
909,,Feminino,5km,05:19:55,Sao paulo,SP,2023-06-26
910,23,Masculino,21km,00:31:48,Caxias do sul,RS,2023-04-20
911,,Feminino,5km,00:26:08,Porto alegre,RS,2023-25-03
912,,Feminino,10km,02:12:18,Porto alegre,RS,2023-11-19
913,,Masculino,5km,00:48:15,Uberlandia,MG,2023-10-13
914,51,Feminino,42km,04:43:23,Uberlandia,MG,2023-24-05
915,,Feminino,42km,00:15:30,Sao paulo,SP,2024-01-01
916,32,Feminino,10km,04:48:24,Caxias do sul,RS,2023-02-07
917,,Masculino,42km,00:43:04,Petropolis,RJ,2023-06-03
918,58,Feminino,42km,00:14:07,Porto alegre,RS,2023-02-05
919,49,Masculino,5km,03:37:30,Niteroi,RJ,2023-22-03
920,41,Masculino,5km,02:58:45,Caxias do sul,RS,2023-04-05
921,,Masculino,5km,02:10:19,Porto alegre,RS,2023-31-12
922,34,Feminino,5km,00:41:07,Campinas,SP,2023-13-06
923,,Feminino,5km,03:51:09,Campinas,SP,2023-12-18
924,43,Feminino,5km,00:39:33,Ouro preto,MG,2023-07-30
925,29,Feminino,42km,05:49:10,Belo horizonte,MG,2023-11-02
926,55,Feminino,10km,00:49:04,Ouro preto,MG,2023-20-07
927,,Feminino,42km,00:56:57,Uberlandia,MG,2023-09-18
928,,Feminino,21km,00:12:31,Uberlandia,MG,2023-06-09
929,25,Feminino,10km,04:33:25,Petropolis,RJ,2023-02-28
930,,Feminino,10km,03:53:12,Santos,SP,2023-14-12
931,64,Feminino,5km,00:36:07,Belo horizonte,MG,2023-02-09
932,37,Feminino,10km,00:43:22,Caxias do sul,RS,2023-01-08
933,62,Masculino,5km,00:32:50,Rio de janeiro,RJ,2023-07-28
934,24,Feminino,42km,00:56:07,Gramado,RS,2023-28-09
935,25,Feminino,42km,00:14:44,Rio de janeiro,RJ,2023-08-16
936,30,Masculino,42km,00:37:47,Porto alegre,RS,2023-01-29
937,48,Feminino,21km,04:36:08,Caxias do sul,RS,2023-31-07
938,54,Feminino,10km,03:16:08,Rio de janeiro,RJ,2023-28-05
939,58,Feminino,5km,00:31:26,Santos,SP,2023-19-01
940,,Feminino,10km,05:53:15,Gramado,RS,2023-01-06
941,20,Masculino,5km,03:35:15,Caxias do sul,RS,2023-07-01
942,23,Feminino,5km,00:30:40,Belo horizonte,MG,2023-11-07
943,,Feminino,5km,00:59:38,Santos,SP,2023-21-07
944,,Feminino,10km,00:31:12,Campinas,SP,2023-31-03
945,,Masculino,5km,02:37:25,Gramado,RS,2023-07-15
946,63,Masculino,10km,01:48:13,Gramado,RS,2023-28-07
947,51,Masculino,10km,00:36:47,Niteroi,RJ,2023-09-09
948,24,Masculino,5km,00:39:49,Santos,SP,2023-01-16
949,,Masculino,5km,00:19:19,Caxias do sul,RS,2023-03-21
950,41,Feminino,10km,00:36:13,Uberlandia,MG,2023-01-28
951,,Masculino,10km,03:57:50,Porto alegre,RS,2023-29-08
952,18,Masculino,10km,02:12:33,Santos,SP,2023-05-16
953,58,Masculino,10km,03:48:49,Gramado,RS,2023-07-05
954,58,Feminino,10km,00:32:17,Belo horizonte,MG,2023-27-06
955,37,Masculino,21km,03:37:28,Niteroi,RJ,2023-26-03
956,24,Feminino,10km,03:46:18,Rio de janeiro,RJ,2023-26-02
957,,Feminino,10km,00:28:39,Belo horizonte,MG,2023-04-04
958,,Feminino,42km,00:56:39,Caxias do sul,RS,2023-17-03
959,,Masculino,21km,00:29:31,Ouro preto,MG,2023-19-11
960,42,Feminino,5km,04:25:54,Uberlandia,MG,2023-24-02
961,38,Masculino,5km,03:51:00,Uberlandia,MG,2023-02-06
962,34,Masculino,5km,00:49:48,Belo horizonte,MG,2023-06-26
963,,Masculino,10km,02:33:51,Campinas,SP,2023-23-03
964,,Feminino,5km,00:16:52,Porto alegre,RS,2023-11-10
965,,Masculino,42km,04:39:26,Petropolis,RJ,2023-03-02
966,22,Masculino,10km,00:55:57,Santos,SP,2023-20-11
967,34,Masculino,10km,02:58:46,Sao paulo,SP,2023-03-03
968,33,Feminino,21km,02:28:19,Caxias do sul,RS,2023-07-02
969,34,Masculino,21km,01:24:19,Caxias do sul,RS,2023-19-06
970,48,Feminino,42km,00:46:00,Niteroi,RJ,2023-04-29
971,,Masculino,42km,03:23:54,Gramado,RS,2023-09-10
972,,Feminino,21km,05:21:13,Porto alegre,RS,2023-10-31
973,21,Feminino,21km,03:11:21,Santos,SP,2023-12-18
974,22,Feminino,10km,02:46:26,Uberlandia,MG,2023-08-08
975,34,Masculino,42km,04:44:09,Campinas,SP,2023-03-09
976,56,Masculino,10km,03:20:37,Caxias do sul,RS,2023-09-29
977,35,Feminino,10km,00:54:27,Ouro preto,MG,2023-03-23
978,50,Feminino,21km,00:41:34,Belo horizonte,MG,2023-08-13
979,,Feminino,10km,00:48:32,Sao paulo,SP,2023-27-11
980,20,Feminino,42km,00:59:38,Sao paulo,SP,2023-10-25
981,64,Masculino,42km,05:22:03,Santos,SP,2023-05-13
982,,Masculino,10km,01:20:37,Ouro preto,MG,2023-01-22
983,57,Feminino,21km,04:37:16,Gramado,RS,2023-11-07
984,,Feminino,5km,01:20:33,Niteroi,RJ,2023-04-20
985,,Masculino,21km,03:44:39,Sao paulo,SP,2023-22-02
986,,Feminino,5km,03:40:01,Gramado,RS,2023-03-22
987,40,Masculino,5km,00:56:24,Uberlandia,MG,2023-13-02
988,41,Feminino,5km,04:47:05,Uberlandia,MG,2023-03-26
989,,Feminino,10km,01:54:17,Santos,SP,2023-07-01
990,22,Masculino,21km,00:47:14,Uberlandia,MG,2023-03-14
991,23,Masculino,10km,02:59:34,Caxias do sul,RS,2023-07-17
992,25,Masculino,5km,00:33:06,Porto alegre,RS,2023-23-08
993,,Feminino,10km,03:43:49,Uberlandia,MG,2023-31-07
994,41,Feminino,21km,02:22:25,Uberlandia,MG,2023-28-11
995,56,Masculino,42km,00:26:57,Ouro preto,MG,2023-09-05
996,,Masculino,5km,00:27:43,Campinas,SP,2023-02-10
997,50,Feminino,10km,04:45:05,Caxias do sul,RS,2023-09-14
998,,Masculino,10km,00:32:03,Gramado,RS,2023-03-20
999,23,Feminino,42km,00:12:09,Uberlandia,MG,2023-04-28
1000,24,Masculino,42km,04:16:27,Rio de janeiro,RJ,2023-03-30
